HGNC_Symbol,dataset,LFC,p
TP53BP1,Iwamoto_BA10_SCZ,0.02,0.04715
TP53BP1,Iwamoto_BA46_SCZ,0,0.70807
TP53BP1,MaycoxAll,-0.04,0.46624
TP53BP1,MaycoxFemale,0.01,0.48611
TP53BP1,MaycoxMale,-0.08,0.44438
TP53BP1,PietersenAllParvalbumin,0.71,0.21768
TP53BP1,PietersenAllPyramidal,-0.05,0.78113
TP53BP1,PietersenFemaleParvalbumin,0.35,0.71718
TP53BP1,PietersenFemalePyramidal,0.36,0.6911
TP53BP1,PietersenMaleParvalbumin,1.08,0.18834
TP53BP1,PietersenMalePyramidal,-0.56,0.48236
TCEA2,hiPSC_Neuron,-0.09,0.12551
TCEA2,BloodmRNA,0.2,0.265
TCEA2,DISC1_RNA,0.1,0.55658
TCEA2,gandalMicro,-0.06,3.1e-4
TCEA2,gandalRNAseq,0,0.92384
TCEA2,hiPSC_NPC1,0.01,0.9008
TCEA2,MtSinaiACC,0.12,0.38157
TCEA2,MtSinaiDLPFC,-0.11,0.35288
TCEA2,MtSinaiMTA,0.14,0.2799
TCEA2,MtSinaiTPA,0.13,0.29228
TCEA2,Stanley,-0.01,0.77591
TCEA2,CommonMind_DLPFC,0.03,0.01509
TCEA2,Deep_Neurons,0.02,0.87631
TCEA2,Superficial_Neurons,0.01,0.93287
TCEA2,Superficial_Deep_Neurons,0.02,0.87161
TCEA2,Lewis_2017_L3,0.1,0.51266
TCEA2,Lewis_2017_L5,-0.06,0.69662
TCEA2,Lewis_2015_L3,-0.01,0.91163
TCEA2,Lewis_2015_L5,0.12,0.22591
TCEA2,barnesAll,-0.02,0.52592
TCEA2,barnesFemale,0.06,0.67717
TCEA2,barnesMale,-0.04,0.51978
TCEA2,Iwamoto_BA10_SCZ,0.11,0.28465
TCEA2,Iwamoto_BA46_SCZ,0,0.9852
TCEA2,MaycoxAll,-0.11,0.46194
TCEA2,MaycoxFemale,0.08,0.3652
TCEA2,MaycoxMale,-0.26,0.41476
TCEA2,PietersenAllParvalbumin,0.31,0.52356
TCEA2,PietersenAllPyramidal,0.53,0.24177
TCEA2,PietersenFemaleParvalbumin,0.32,0.58045
TCEA2,PietersenFemalePyramidal,0.51,0.26219
TCEA2,PietersenMaleParvalbumin,0.3,0.48864
TCEA2,PietersenMalePyramidal,0.56,0.54715
STX1A,hiPSC_Neuron,-0.25,0.1264
STX1A,BloodmRNA,NA,NA
STX1A,DISC1_RNA,0.84,0.00136
STX1A,gandalMicro,-0.1,2e-5
STX1A,gandalRNAseq,-0.13,0.00438
STX1A,hiPSC_NPC1,-0.09,0.59023
STX1A,MtSinaiACC,0.43,0.04649
STX1A,MtSinaiDLPFC,0.02,0.93066
STX1A,MtSinaiMTA,0.33,0.12626
STX1A,MtSinaiTPA,0.31,0.05689
STX1A,Stanley,-0.04,0.61028
STX1A,CommonMind_DLPFC,0.05,0.00327
STX1A,Deep_Neurons,0.03,0.81931
STX1A,Superficial_Neurons,0.03,0.79488
STX1A,Superficial_Deep_Neurons,0.06,0.74066
STX1A,Lewis_2017_L3,-0.18,0.24565
STX1A,Lewis_2017_L5,-0.14,0.39362
STX1A,Lewis_2015_L3,-0.09,0.35438
STX1A,Lewis_2015_L5,-0.03,0.74154
STX1A,barnesAll,-0.03,0.86017
STX1A,barnesFemale,-0.27,0.25971
STX1A,barnesMale,0.16,0.47545
STX1A,Iwamoto_BA10_SCZ,-0.32,0.03204
STX1A,Iwamoto_BA46_SCZ,-0.15,0.22619
STX1A,MaycoxAll,-0.16,0.20956
STX1A,MaycoxFemale,-0.18,0.38462
STX1A,MaycoxMale,-0.28,0.08619
STX1A,PietersenAllParvalbumin,-0.6,0.38319
STX1A,PietersenAllPyramidal,0.13,0.85845
STX1A,PietersenFemaleParvalbumin,-0.18,0.85129
STX1A,PietersenFemalePyramidal,0,0.99734
STX1A,PietersenMaleParvalbumin,-1.02,0.33771
STX1A,PietersenMalePyramidal,0.3,0.76228
CISD1,hiPSC_Neuron,-0.16,0.12658
CISD1,BloodmRNA,0.04,0.699
CISD1,DISC1_RNA,0.07,0.84543
CISD1,gandalMicro,-0.07,0.00396
CISD1,gandalRNAseq,-0.07,0.00115
CISD1,hiPSC_NPC1,-0.12,0.26595
CISD1,MtSinaiACC,-0.22,0.48171
CISD1,MtSinaiDLPFC,0.32,0.05555
CISD1,MtSinaiMTA,0.69,0.00514
CISD1,MtSinaiTPA,0.89,0.00261
CISD1,Stanley,-0.03,0.67066
CISD1,CommonMind_DLPFC,-0.03,0.01923
CISD1,Deep_Neurons,0.18,0.29208
CISD1,Superficial_Neurons,0.17,0.33163
CISD1,Superficial_Deep_Neurons,0.35,0.17285
CISD1,Lewis_2017_L3,-0.44,6e-5
CISD1,Lewis_2017_L5,-0.29,0.01019
CISD1,Lewis_2015_L3,-0.29,0
CISD1,Lewis_2015_L5,-0.29,0
CISD1,barnesAll,-0.08,0.60039
CISD1,barnesFemale,-0.18,0.41551
CISD1,barnesMale,-0.02,0.92708
CISD1,Iwamoto_BA10_SCZ,NA,NA
CISD1,Iwamoto_BA46_SCZ,0.13,0.45902
CISD1,MaycoxAll,-0.06,0.51903
CISD1,MaycoxFemale,-0.15,0.33889
CISD1,MaycoxMale,-0.04,0.73065
CISD1,PietersenAllParvalbumin,-0.54,0.49411
CISD1,PietersenAllPyramidal,0.23,0.76593
CISD1,PietersenFemaleParvalbumin,0.02,0.98835
CISD1,PietersenFemalePyramidal,-0.01,0.99404
CISD1,PietersenMaleParvalbumin,-1.09,0.35993000000000003
CISD1,PietersenMalePyramidal,0.53,0.59707
COL1A1,hiPSC_Neuron,1.11,0.13227
COL1A1,BloodmRNA,-0.57,0.00601
COL1A1,DISC1_RNA,NA,NA
COL1A1,gandalMicro,-0.02,0.36011
COL1A1,gandalRNAseq,NA,NA
COL1A1,hiPSC_NPC1,0.45,0.55359
COL1A1,MtSinaiACC,0.31,0.64406
COL1A1,MtSinaiDLPFC,0.4,0.60937
COL1A1,MtSinaiMTA,0.13,0.8236
COL1A1,MtSinaiTPA,-0.23,0.54879
COL1A1,Stanley,0.01,0.76986
COL1A1,CommonMind_DLPFC,NA,NA
COL1A1,Deep_Neurons,0.03,0.63983
COL1A1,Superficial_Neurons,0.03,0.67263
COL1A1,Superficial_Deep_Neurons,0.06,0.54725
COL1A1,Lewis_2017_L3,0.05,0.47931
COL1A1,Lewis_2017_L5,0.07,0.33412
COL1A1,Lewis_2015_L3,0.3,0.01187
COL1A1,Lewis_2015_L5,0.18,0.13669
COL1A1,barnesAll,-0.11,0.40257
COL1A1,barnesFemale,-0.2,0.39895
COL1A1,barnesMale,-0.02,0.47908
COL1A1,Iwamoto_BA10_SCZ,0.03,0.58934
COL1A1,Iwamoto_BA46_SCZ,0.08,0.45519
COL1A1,MaycoxAll,-0.39,0.1051
COL1A1,MaycoxFemale,-0.24,0.57904
COL1A1,MaycoxMale,-0.5,0.1255
COL1A1,PietersenAllParvalbumin,-0.1,0.74541
COL1A1,PietersenAllPyramidal,-0.31,0.4202
COL1A1,PietersenFemaleParvalbumin,-0.2,0.43253
COL1A1,PietersenFemalePyramidal,0.25,0.35051
COL1A1,PietersenMaleParvalbumin,0.01,0.63021
COL1A1,PietersenMalePyramidal,-1.01,0.29506
KCTD5,hiPSC_Neuron,-0.16,0.13261
KCTD5,BloodmRNA,NA,NA
KCTD5,DISC1_RNA,-0.21,0.34645
KCTD5,gandalMicro,0.02,0.19451
KCTD5,gandalRNAseq,0.04,0.12534
KCTD5,hiPSC_NPC1,-0.11,0.30849
KCTD5,MtSinaiACC,-0.07,0.53333
KCTD5,MtSinaiDLPFC,-0.04,0.86417
KCTD5,MtSinaiMTA,-0.01,0.96083
KCTD5,MtSinaiTPA,-0.13,0.23115
KCTD5,Stanley,0.06,0.09972
KCTD5,CommonMind_DLPFC,0,0.9631
KCTD5,Deep_Neurons,0.02,0.78288
KCTD5,Superficial_Neurons,0.02,0.79918
KCTD5,Superficial_Deep_Neurons,0.05,0.71997
KCTD5,Lewis_2017_L3,-0.07,0.26721
KCTD5,Lewis_2017_L5,-0.01,0.93704
KCTD5,Lewis_2015_L3,-0.03,0.69352
KCTD5,Lewis_2015_L5,0.18,0.02291
KCTD5,barnesAll,-0.13,0.33744
KCTD5,barnesFemale,-0.02,0.43106
KCTD5,barnesMale,-0.22,0.41818
KCTD5,Iwamoto_BA10_SCZ,NA,NA
KCTD5,Iwamoto_BA46_SCZ,0.15,0.07791
KCTD5,MaycoxAll,0.03,0.63057
KCTD5,MaycoxFemale,0.03,0.67462
KCTD5,MaycoxMale,0.07,0.80331
KCTD5,PietersenAllParvalbumin,0.03,0.45333
KCTD5,PietersenAllPyramidal,-0.14,0.80031
KCTD5,PietersenFemaleParvalbumin,0.49,0.60509
KCTD5,PietersenFemalePyramidal,0.17,0.82939
KCTD5,PietersenMaleParvalbumin,-0.43,0.45491
KCTD5,PietersenMalePyramidal,-0.53,0.5931
PTK2,hiPSC_Neuron,0.07,0.13321
PTK2,BloodmRNA,0.3,0.175
PTK2,DISC1_RNA,-0.2,0.33628
PTK2,gandalMicro,0.02,0.41648
PTK2,gandalRNAseq,0.01,0.55229
PTK2,hiPSC_NPC1,-0.02,0.68206
PTK2,MtSinaiACC,-0.1,0.54341
PTK2,MtSinaiDLPFC,-0.33,0.0081
PTK2,MtSinaiMTA,-0.24,0.0842
PTK2,MtSinaiTPA,-0.34,0.01412
PTK2,Stanley,0,0.96747
PTK2,CommonMind_DLPFC,-0.02,0.02638
PTK2,Deep_Neurons,0.07,0.56139
PTK2,Superficial_Neurons,0.06,0.63364
PTK2,Superficial_Deep_Neurons,0.12,0.47531
PTK2,Lewis_2017_L3,0.06,0.6893
PTK2,Lewis_2017_L5,0.1,0.55173
PTK2,Lewis_2015_L3,-0.02,0.83734
PTK2,Lewis_2015_L5,0.19,0.12388
PTK2,barnesAll,-0.1,0.26211
PTK2,barnesFemale,-0.08,0.61693
PTK2,barnesMale,-0.11,0.24948
PTK2,Iwamoto_BA10_SCZ,-0.07,0.58019
PTK2,Iwamoto_BA46_SCZ,0.08,0.36244
PTK2,MaycoxAll,0.04,0.58176
PTK2,MaycoxFemale,0.03,0.4931
PTK2,MaycoxMale,0.03,0.71079
PTK2,PietersenAllParvalbumin,-0.46,0.53054
PTK2,PietersenAllPyramidal,-0.06,0.62953
PTK2,PietersenFemaleParvalbumin,-0.17,0.60082
PTK2,PietersenFemalePyramidal,-0.37,0.36606
PTK2,PietersenMaleParvalbumin,-0.75,0.48042
PTK2,PietersenMalePyramidal,0.33,0.31932
TERF2IP,hiPSC_Neuron,-0.17,0.13349
TERF2IP,BloodmRNA,-0.17,0.277
TERF2IP,DISC1_RNA,0.21,0.41044
TERF2IP,gandalMicro,-0.03,0.05853
TERF2IP,gandalRNAseq,-0.04,0.27724
TERF2IP,hiPSC_NPC1,-0.19,0.09763
TERF2IP,MtSinaiACC,0.11,0.39154
TERF2IP,MtSinaiDLPFC,-0.12,0.21865
TERF2IP,MtSinaiMTA,0.04,0.65645
TERF2IP,MtSinaiTPA,0.07,0.42906
TERF2IP,Stanley,-0.06,0.33197
TERF2IP,CommonMind_DLPFC,-0.02,0.1409
TERF2IP,Deep_Neurons,-0.03,0.8399
TERF2IP,Superficial_Neurons,-0.04,0.78212
TERF2IP,Superficial_Deep_Neurons,-0.08,0.74533
TERF2IP,Lewis_2017_L3,0.12,0.04567
TERF2IP,Lewis_2017_L5,0.1,0.1462
TERF2IP,Lewis_2015_L3,-0.02,0.55369
TERF2IP,Lewis_2015_L5,-0.01,0.86122
TERF2IP,barnesAll,0.01,0.85767
TERF2IP,barnesFemale,-0.12,0.326
TERF2IP,barnesMale,0.13,0.23917
TERF2IP,Iwamoto_BA10_SCZ,0.02,0.90101
TERF2IP,Iwamoto_BA46_SCZ,0.07,0.26303
TERF2IP,MaycoxAll,-0.04,0.45388
TERF2IP,MaycoxFemale,-0.07,0.55428
TERF2IP,MaycoxMale,-0.04,0.53053
TERF2IP,PietersenAllParvalbumin,-0.08,0.92285
TERF2IP,PietersenAllPyramidal,0.61,0.39812
TERF2IP,PietersenFemaleParvalbumin,0.35,0.73292
TERF2IP,PietersenFemalePyramidal,0.73,0.44206
TERF2IP,PietersenMaleParvalbumin,-0.51,0.68062
TERF2IP,PietersenMalePyramidal,0.46,0.6634
DECR1,hiPSC_Neuron,-0.19,0.13354
DECR1,BloodmRNA,-0.13,0.44
DECR1,DISC1_RNA,-2.13,0
DECR1,gandalMicro,0.13,0
DECR1,gandalRNAseq,0.05,0.26726
DECR1,hiPSC_NPC1,-0.06,0.63944
DECR1,MtSinaiACC,-0.27,0.10544
DECR1,MtSinaiDLPFC,0.17,0.22123
DECR1,MtSinaiMTA,0.15,0.39532
DECR1,MtSinaiTPA,0.06,0.74426
DECR1,Stanley,0.02,0.54383
DECR1,CommonMind_DLPFC,-0.01,0.6744
DECR1,Deep_Neurons,0.12,0.3012
DECR1,Superficial_Neurons,0.11,0.34899
DECR1,Superficial_Deep_Neurons,0.23,0.18453
DECR1,Lewis_2017_L3,-0.02,0.91442
DECR1,Lewis_2017_L5,0.21,0.36718
DECR1,Lewis_2015_L3,0.02,0.85381
DECR1,Lewis_2015_L5,0.07,0.51578
DECR1,barnesAll,-0.04,0.71033
DECR1,barnesFemale,0.01,0.94334
DECR1,barnesMale,-0.07,0.63387
DECR1,Iwamoto_BA10_SCZ,0.08,0.67899
DECR1,Iwamoto_BA46_SCZ,0.2,0.0583
DECR1,MaycoxAll,0.05,0.66095
DECR1,MaycoxFemale,-0.09,0.51541
DECR1,MaycoxMale,0.23,0.11513
DECR1,PietersenAllParvalbumin,-0.62,0.41481
DECR1,PietersenAllPyramidal,0.27,0.66674
DECR1,PietersenFemaleParvalbumin,-0.15,0.88692
DECR1,PietersenFemalePyramidal,0.2,0.8312
DECR1,PietersenMaleParvalbumin,-1.09,0.33338
DECR1,PietersenMalePyramidal,0.37,0.70942
SNX11,hiPSC_Neuron,-0.11,0.14604
SNX11,BloodmRNA,-1.31,1e-5
SNX11,DISC1_RNA,-0.55,0.03581
SNX11,gandalMicro,0,0.71045
SNX11,gandalRNAseq,-0.01,0.65522
SNX11,hiPSC_NPC1,0.03,0.69342
SNX11,MtSinaiACC,0.11,0.45918
SNX11,MtSinaiDLPFC,-0.14,0.33675
SNX11,MtSinaiMTA,-0.03,0.88412
SNX11,MtSinaiTPA,-0.11,0.61934
SNX11,Stanley,-0.04,0.27906
SNX11,CommonMind_DLPFC,-0.01,0.6198
SNX11,Deep_Neurons,0.02,0.73891
SNX11,Superficial_Neurons,0.02,0.73991
SNX11,Superficial_Deep_Neurons,0.05,0.65256
SNX11,Lewis_2017_L3,-0.26,0.24184
SNX11,Lewis_2017_L5,-0.26,0.26683
SNX11,Lewis_2015_L3,0.02,0.90237
SNX11,Lewis_2015_L5,-0.1,0.46993
SNX11,barnesAll,-0.1,0.5659
SNX11,barnesFemale,-0.36,0.3596
SNX11,barnesMale,0.09,0.71956
SNX11,Iwamoto_BA10_SCZ,NA,NA
SNX11,Iwamoto_BA46_SCZ,0.01,0.80796
SNX11,MaycoxAll,0,0.36701
SNX11,MaycoxFemale,0.02,0.4253
SNX11,MaycoxMale,0.01,0.5006
SNX11,PietersenAllParvalbumin,-0.05,0.65208
SNX11,PietersenAllPyramidal,-0.37,0.51687
SNX11,PietersenFemaleParvalbumin,0.35,0.63629
SNX11,PietersenFemalePyramidal,-0.52,0.48932
SNX11,PietersenMaleParvalbumin,-0.46,0.26618000000000003
SNX11,PietersenMalePyramidal,-0.18,0.8598
EBNA1BP2,hiPSC_Neuron,-0.19,0.14608
EBNA1BP2,BloodmRNA,0.28,0.037
EBNA1BP2,DISC1_RNA,0.15,0.59233
EBNA1BP2,gandalMicro,-0.05,0.02097
EBNA1BP2,gandalRNAseq,-0.04,0.12254
EBNA1BP2,hiPSC_NPC1,-0.02,0.90409
EBNA1BP2,MtSinaiACC,-0.09,0.4504
EBNA1BP2,MtSinaiDLPFC,0.12,0.52949
EBNA1BP2,MtSinaiMTA,0.07,0.57177
EBNA1BP2,MtSinaiTPA,0.04,0.75999
EBNA1BP2,Stanley,-0.12,0.14827
EBNA1BP2,CommonMind_DLPFC,0,0.7291
EBNA1BP2,Deep_Neurons,0.07,0.4775
EBNA1BP2,Superficial_Neurons,0.08,0.45139
EBNA1BP2,Superficial_Deep_Neurons,0.15,0.32275
EBNA1BP2,Lewis_2017_L3,-0.04,0.81167
EBNA1BP2,Lewis_2017_L5,-0.06,0.73996
EBNA1BP2,Lewis_2015_L3,-0.14,0.1441
EBNA1BP2,Lewis_2015_L5,-0.16,0.09938
EBNA1BP2,barnesAll,-0.05,0.6923
EBNA1BP2,barnesFemale,-0.12,0.52074
EBNA1BP2,barnesMale,-0.01,0.94152
EBNA1BP2,Iwamoto_BA10_SCZ,0.06,0.56643
EBNA1BP2,Iwamoto_BA46_SCZ,-0.03,0.80917
EBNA1BP2,MaycoxAll,-0.04,0.5585
EBNA1BP2,MaycoxFemale,-0.1,0.46138
EBNA1BP2,MaycoxMale,-0.05,0.63585
EBNA1BP2,PietersenAllParvalbumin,-1.06,0.18933
EBNA1BP2,PietersenAllPyramidal,-0.35,0.68588
EBNA1BP2,PietersenFemaleParvalbumin,-1.36,0.16981
EBNA1BP2,PietersenFemalePyramidal,-0.39,0.77671
EBNA1BP2,PietersenMaleParvalbumin,-0.77,0.55122
EBNA1BP2,PietersenMalePyramidal,-0.29,0.38603
BCL7B,hiPSC_Neuron,-0.13,0.14741
BCL7B,BloodmRNA,-0.35,0.044
BCL7B,DISC1_RNA,0.25,0.35754
BCL7B,gandalMicro,-0.04,0.01807
BCL7B,gandalRNAseq,-0.03,0.5138
BCL7B,hiPSC_NPC1,0.1,0.27021
BCL7B,MtSinaiACC,0.11,0.41938
BCL7B,MtSinaiDLPFC,0.06,0.65725
BCL7B,MtSinaiMTA,0.07,0.44583
BCL7B,MtSinaiTPA,0.15,0.1105
BCL7B,Stanley,-0.04,0.5048
BCL7B,CommonMind_DLPFC,0.01,0.56
BCL7B,Deep_Neurons,0.09,0.41168
BCL7B,Superficial_Neurons,0.08,0.46179
BCL7B,Superficial_Deep_Neurons,0.17,0.29365
BCL7B,Lewis_2017_L3,-0.27,0.20929
BCL7B,Lewis_2017_L5,0.02,0.93537
BCL7B,Lewis_2015_L3,0.16,0.27124
BCL7B,Lewis_2015_L5,-0.01,0.95565
BCL7B,barnesAll,-0.06,0.42629
BCL7B,barnesFemale,-0.18,0.11394
BCL7B,barnesMale,0.03,0.78791
BCL7B,Iwamoto_BA10_SCZ,-0.06,0.5666
BCL7B,Iwamoto_BA46_SCZ,0,0.96024
BCL7B,MaycoxAll,-0.01,0.9025
BCL7B,MaycoxFemale,-0.07,0.53635
BCL7B,MaycoxMale,0.05,0.60419
BCL7B,PietersenAllParvalbumin,0.25,0.70135
BCL7B,PietersenAllPyramidal,0,0.99467
BCL7B,PietersenFemaleParvalbumin,0.2,0.84627
BCL7B,PietersenFemalePyramidal,0.4,0.60349
BCL7B,PietersenMaleParvalbumin,0.31,0.74607
BCL7B,PietersenMalePyramidal,-0.49,0.61746
FDFT1,hiPSC_Neuron,0.31,0.14826
FDFT1,BloodmRNA,-0.3,0.0629
FDFT1,DISC1_RNA,-0.08,0.79283
FDFT1,gandalMicro,0,0.96763
FDFT1,gandalRNAseq,-0.04,0.09519
FDFT1,hiPSC_NPC1,0.12,0.5786
FDFT1,MtSinaiACC,-0.03,0.79
FDFT1,MtSinaiDLPFC,-0.01,0.93554
FDFT1,MtSinaiMTA,0.14,0.2054
FDFT1,MtSinaiTPA,-0.1,0.28365
FDFT1,Stanley,-0.04,0.26688
FDFT1,CommonMind_DLPFC,-0.01,0.5561
FDFT1,Deep_Neurons,0,0.97437
FDFT1,Superficial_Neurons,-0.01,0.91217
FDFT1,Superficial_Deep_Neurons,-0.01,0.9565
FDFT1,Lewis_2017_L3,-0.27,0.06664
FDFT1,Lewis_2017_L5,0.02,0.90188
FDFT1,Lewis_2015_L3,-0.12,0.08462
FDFT1,Lewis_2015_L5,-0.16,0.02874
FDFT1,barnesAll,-0.04,0.31034
FDFT1,barnesFemale,0.03,0.39878
FDFT1,barnesMale,-0.11,0.37462
FDFT1,Iwamoto_BA10_SCZ,-0.1,0.38833
FDFT1,Iwamoto_BA46_SCZ,-0.02,0.22157
FDFT1,MaycoxAll,0.01,0.47761
FDFT1,MaycoxFemale,-0.03,0.52688
FDFT1,MaycoxMale,0,0.54972
FDFT1,PietersenAllParvalbumin,-0.47,0.47095
FDFT1,PietersenAllPyramidal,0.02,0.79596
FDFT1,PietersenFemaleParvalbumin,-0.3,0.78353
FDFT1,PietersenFemalePyramidal,0.13,0.52538
FDFT1,PietersenMaleParvalbumin,-0.65,0.42085
FDFT1,PietersenMalePyramidal,-0.11,0.64064
DNAJB1,hiPSC_Neuron,-0.32,0.14939
DNAJB1,BloodmRNA,0.16,0.219
DNAJB1,DISC1_RNA,-0.12,0.57932
DNAJB1,gandalMicro,0.09,0.09936
DNAJB1,gandalRNAseq,0.02,0.86948
DNAJB1,hiPSC_NPC1,0.07,0.75919
DNAJB1,MtSinaiACC,0.27,0.5227
DNAJB1,MtSinaiDLPFC,0.33,0.76951
DNAJB1,MtSinaiMTA,-0.06,0.7837
DNAJB1,MtSinaiTPA,-0.42,0.29417
DNAJB1,Stanley,-0.04,0.40653
DNAJB1,CommonMind_DLPFC,0,0.9099
DNAJB1,Deep_Neurons,-0.09,0.57242
DNAJB1,Superficial_Neurons,-0.07,0.68126
DNAJB1,Superficial_Deep_Neurons,-0.15,0.51059
DNAJB1,Lewis_2017_L3,-0.07,0.65237
DNAJB1,Lewis_2017_L5,0.25,0.11862
DNAJB1,Lewis_2015_L3,0.25,0.07609
DNAJB1,Lewis_2015_L5,0.24,0.09285
DNAJB1,barnesAll,0.32,0.07232
DNAJB1,barnesFemale,0.36,0.13866
DNAJB1,barnesMale,0.28,0.26808
DNAJB1,Iwamoto_BA10_SCZ,0.19,0.05321
DNAJB1,Iwamoto_BA46_SCZ,-0.13,0.44475
DNAJB1,MaycoxAll,0.31,0.04192
DNAJB1,MaycoxFemale,0.47,0.01681
DNAJB1,MaycoxMale,0.23,0.31521
DNAJB1,PietersenAllParvalbumin,-0.14,0.75955
DNAJB1,PietersenAllPyramidal,0.19,0.36393
DNAJB1,PietersenFemaleParvalbumin,0.06,0.67285
DNAJB1,PietersenFemalePyramidal,0.06,0.23964
DNAJB1,PietersenMaleParvalbumin,-0.33,0.72913
DNAJB1,PietersenMalePyramidal,0.36,0.72177
NPC1,hiPSC_Neuron,0.15,0.15175
NPC1,BloodmRNA,NA,NA
NPC1,DISC1_RNA,-0.16,0.44619
NPC1,gandalMicro,0.05,0.32636
NPC1,gandalRNAseq,0.07,0.04982
NPC1,hiPSC_NPC1,-0.05,0.60515
NPC1,MtSinaiACC,-0.43,0.15797
NPC1,MtSinaiDLPFC,-0.14,0.59475
NPC1,MtSinaiMTA,-0.45,0.09913
NPC1,MtSinaiTPA,-0.73,0.01116
NPC1,Stanley,0.01,0.69825
NPC1,CommonMind_DLPFC,0.02,0.2525
NPC1,Deep_Neurons,-0.06,0.52429
NPC1,Superficial_Neurons,-0.07,0.43783
NPC1,Superficial_Deep_Neurons,-0.13,0.33916
NPC1,Lewis_2017_L3,0.04,0.88417
NPC1,Lewis_2017_L5,-0.26,0.33899
NPC1,Lewis_2015_L3,-0.14,0.44013
NPC1,Lewis_2015_L5,-0.28,0.12106
NPC1,barnesAll,0,0.43251
NPC1,barnesFemale,0.11,0.42507
NPC1,barnesMale,-0.1,0.27537
NPC1,Iwamoto_BA10_SCZ,-0.47,0.03567
NPC1,Iwamoto_BA46_SCZ,-0.06,0.83034
NPC1,MaycoxAll,0.07,0.53191
NPC1,MaycoxFemale,-0.05,0.23849
NPC1,MaycoxMale,0.15,0.55765
NPC1,PietersenAllParvalbumin,0.21,0.55296
NPC1,PietersenAllPyramidal,-0.58,0.30776
NPC1,PietersenFemaleParvalbumin,0.72,0.47767
NPC1,PietersenFemalePyramidal,-0.22,0.66558
NPC1,PietersenMaleParvalbumin,-0.29,0.48495
NPC1,PietersenMalePyramidal,-1.04,0.23087
SNCA,hiPSC_Neuron,-0.29,0.15245
SNCA,BloodmRNA,0.26,0.417
SNCA,DISC1_RNA,0.12,0.72262
SNCA,gandalMicro,-0.03,0.27299
SNCA,gandalRNAseq,-0.05,0.40883
SNCA,hiPSC_NPC1,-0.21,0.35236
SNCA,MtSinaiACC,0.46,0.09271
SNCA,MtSinaiDLPFC,-0.1,0.60073
SNCA,MtSinaiMTA,0.09,0.70252
SNCA,MtSinaiTPA,0.12,0.59381
SNCA,Stanley,0.02,0.50283
SNCA,CommonMind_DLPFC,0,0.7791
SNCA,Deep_Neurons,0.07,0.64534
SNCA,Superficial_Neurons,0.04,0.82133
SNCA,Superficial_Deep_Neurons,0.11,0.64425
SNCA,Lewis_2017_L3,0.08,0.33354
SNCA,Lewis_2017_L5,-0.04,0.62814
SNCA,Lewis_2015_L3,0.21,0.00132
SNCA,Lewis_2015_L5,0.16,0.01722
SNCA,barnesAll,0.11,0.49127
SNCA,barnesFemale,-0.04,0.82641
SNCA,barnesMale,0.23,0.3196
SNCA,Iwamoto_BA10_SCZ,-0.59,0.15138
SNCA,Iwamoto_BA46_SCZ,0.01,0.27396
SNCA,MaycoxAll,-0.08,0.53512
SNCA,MaycoxFemale,-0.13,0.62579
SNCA,MaycoxMale,-0.11,0.43909
SNCA,PietersenAllParvalbumin,-0.34,0.6363
SNCA,PietersenAllPyramidal,0.36,0.62351
SNCA,PietersenFemaleParvalbumin,0.08,0.76316
SNCA,PietersenFemalePyramidal,0.28,0.71964
SNCA,PietersenMaleParvalbumin,-0.77,0.48762
SNCA,PietersenMalePyramidal,0.45,0.55458
PSME2,hiPSC_Neuron,-0.16,0.1538
PSME2,BloodmRNA,0.09,0.443
PSME2,DISC1_RNA,-0.15,0.59907
PSME2,gandalMicro,NA,NA
PSME2,gandalRNAseq,0.04,0.19401
PSME2,hiPSC_NPC1,-0.09,0.40433
PSME2,MtSinaiACC,-0.49,0.39505
PSME2,MtSinaiDLPFC,0.28,0.66472
PSME2,MtSinaiMTA,0.11,0.51415
PSME2,MtSinaiTPA,-0.47,0.3879
PSME2,Stanley,0.01,0.88731
PSME2,CommonMind_DLPFC,0,0.8913
PSME2,Deep_Neurons,0.12,0.13889
PSME2,Superficial_Neurons,0.11,0.16016
PSME2,Superficial_Deep_Neurons,0.23,0.05322
PSME2,Lewis_2017_L3,0.21,0.49259
PSME2,Lewis_2017_L5,0.63,0.05492
PSME2,Lewis_2015_L3,-0.38,0.02151
PSME2,Lewis_2015_L5,-0.36,0.03026
PSME2,barnesAll,0.07,0.48449
PSME2,barnesFemale,-0.02,0.8996
PSME2,barnesMale,0.15,0.31739
PSME2,Iwamoto_BA10_SCZ,0.08,0.42821
PSME2,Iwamoto_BA46_SCZ,0.03,0.69018
PSME2,MaycoxAll,-0.08,0.28911
PSME2,MaycoxFemale,0.05,0.64371
PSME2,MaycoxMale,-0.14,0.18523
PSME2,PietersenAllParvalbumin,-0.04,0.95097
PSME2,PietersenAllPyramidal,-0.22,0.72189
PSME2,PietersenFemaleParvalbumin,-0.29,0.76799
PSME2,PietersenFemalePyramidal,0.08,0.92491
PSME2,PietersenMaleParvalbumin,0.21,0.81308
PSME2,PietersenMalePyramidal,-0.59,0.55415
PSIP1,hiPSC_Neuron,0.1,0.15402
PSIP1,BloodmRNA,-0.35,0.0732
PSIP1,DISC1_RNA,0.01,0.97844
PSIP1,gandalMicro,0.03,0.07474
PSIP1,gandalRNAseq,-0.03,0.05291
